title,level
Interaction of json editor with tasks,Lowest
[html] read over php tags,Lowest
Add filename autosuggest dropdown in git commit message window [feature request],Lowest
[Feature Request] Report deleted text in `onDidChangeTextDocument` when user deletes text,Lowest
Feature request: editor.wordHighlightBorder,Lowest
Add support for use case-sensitive sorting in File Explorer,Lowest
Allow to override the shell for contributed tasks,Lowest
"Allow add ""Open Editors"" panels in every sideBar tabs",Lowest
Default Settings tab: scroll and opened section lost after activating another tab,Lowest
regex end-of-line search is broken,Lowest
Automatic jump to first error,Lowest
autoClosingPairs with spaces get ignored,Lowest
"Code Mark, marking code line to specific color (likes notes)",Lowest
"[html] JSON edit support inside HTML document / script tag with type=""application/json""",Medium
Pause function/button of file system watching,Lowest
A new action on quick open to browse files,Lowest
Add a copy on select option for the terminal,Low
"""editor.autoClosingBrackets"" granularity",Highest
Terminal should support workbench.fontAliasing,Medium
Terminal does not support dim/faint style,Lowest
Have cmd+backspace delete last sentence in markdown,Lowest
Allow to detect encoding from contents in the file,High
would be nice if we would have red line to see elements endings in HTML,Lowest
Tasks fail to run with Git Bash shell on Windows,Lowest
Encoding issue: sqlserver ,Lowest
Support `args` in contributed keybindings,Lowest
Allow panes to dock on left or right side of window,Lowest
"Shift-insert should insert the PRIMARY clipboard on Linux, not the CLIPBOARD clipboard",Medium
code blocks not collapsible in markdown files,Lowest
Format newly created file without saving it.,Lowest
Separate shell settings for tasks vs interactive,Medium
Do not execute multiple shell commands from task,Lowest
Allow user defined default launch.json for specific language,Lowest
"File Tree Explorer: Missing ""Move File"" on right click menu!",Lowest
Highlight the corresponding breakpoint when stopping on a breakpoint in the debugger,Lowest
Allow more than 3 split editors,Lowest
Provide squiggles in .code-workspace file if the path is invalid,Lowest
"Introduce setting to hide hover tooltips on file lists, tabs etc.",Lowest
Hope you will enhance the copy function of multiple vscode windows.,Lowest
Feature request: Adding horizontal scrollbar to explorer panel,Lowest
"Provide a way to tell if a TextEditor is part of a diff ""tab"" and which side it is",Lowest
[folding] allow defining folding regions in user settings and/or extensions,High
Provide API allowing extensions to provide enhanced command palettes,Lowest
[loc] Request to add CZ/SK (Czech & Slovak) [cs-CZ & sk-SK] language to VS Code,Lowest
Support for multiple filters in emmet abbreviation,Lowest
vscode node debugger parses inline sourcemap incorrectly,Lowest
Update Inno Setup to the latest version,Lowest
Add support for macOS globalFindClipboard #11233 #28896,Lowest
No vendor-prefixed with Emmet 2,Lowest
`fuzzy.exclude` - a setting to exclude results from the fuzzy file picker,Lowest
Support relative links in Suggestions + SignatureHelp + Hover,Lowest
"""Clear Recently Opened"" should also clear editor quick pick history",Medium
Snippet Enums should have key value pairs,Lowest
expand editor code region styles - fsharp,Lowest
Per window Zoom In/Out,Lowest
Cannot Create keybinding to restart a specific Task,Lowest
"[Feature Request] - VSCode ask to open folder if inicializate repo ""out""...",Lowest
Create groups to organize installed extensions,Medium
"Make Ctrl+P, Shift+Enter open new preview tab and keep current one (if exists in current editor group) premament as for editing",Lowest
[Feature request] Allowing to disable an extension in an extension pack,Lowest
Coffeescript 2 and JSX syntax,Lowest
explorer.newFile/Folder opens the file under the cursor on a preview editor.,Lowest
Explorer on focus opens the file under the cursor as a preview editor,Lowest
Can't (add) drag and drop folder into already open workspace,Lowest
Go to next/previous breakpoint,Lowest
Named workspaces + `window.title`,Lowest
Multi-Root workspace folders should work relative to repository's root,Lowest
Region fold in python,Lowest
"How to rebind navigation in ""Reference Search""?",Lowest
New Shell File: Set permission and template,Lowest
Custom font size for Search and SCM,Lowest
Support multiple `window.zoomLevel` values for different OS,Lowest
User settings view changes on tab change,Lowest
FR: Add 'Info' button for warnings/errors from VSCode,Lowest
cant add parenthesis when cursor precedes an existing parenthesis,Lowest
Can we support CR line endings as well as LF and CRLF?,High
cannot use touch to slide the tab bar (like with two fingure gesture on mouse touch pad) or move individual tabs with touch,Lowest
Input box completion support,High
Favorite/Bookmark Project to pin it on top when start program,Lowest
"Double Click Select Is confused with ""-----""",Lowest
Sort Lines Ascending command should use encoding ordering,Lowest
Always use CRLF when copying on Windows,Lowest
Add built in UI based merge conflict tool,Lowest
Customizable status bar item locations,Highest
Support import intellisense in <script> tags in .html files,Lowest
Add file extensions when auto-completing import paths,Lowest
Feature request: Block files from appearing on quick open,Lowest
Add account function,Lowest
Proportional fonts are rendered as fixed width fonts in the terminal,Medium
VSCode Remote Client and Headless Server [feature request],Highest
Add copy file selection direct on Ctrl+P,Lowest
option terminal.integrated.enableBold break in 1.17,Lowest
[folding] Collapse/expand all regions,Lowest
Create an option to position the intellisense parameter info top or bottom.,Lowest
Providing different icon for the TouchBar,Low
[cpp] Put class open brace on new line as you type,Lowest
Preference to disable Recently Opened Files,Lowest
"Support auto-closing quotes in Python raw string literals, etc",Lowest
generate function declaration from function type in TypeScript,Lowest
Workspaces: add a command to open a folder as workspace in separate window,Lowest
Sort recently opened files by recency after I start typing,Highest
Paths separators in build config being escaped/stripped out prior to build command being run,High
[Feature Request] Indication what caused TextDocumentContentChangeEvent,Lowest
support case-insensitive comment tokens,Lowest
Allow terminal environment variables to be unset via terminal.integrated.env.windows,Lowest
Workpace folder: add a command to the context menu to edit folder settings,Lowest
Typing into readonly settings editor should show affordance,Lowest
Settings: context menu on setting in readonly editor should offer same actions as edit icon,Lowest
"Make ""Workspace"" and ""Folder"" settings more discoverable",Lowest
Open full settings editor when clicking on settings.json in explorer,Lowest
"When copying from csvode to some other editor (MS Word, Evernote and so on) the formatting is kept",Lowest
SCM: Support input box spell checking,Highest
[html] Allow to ignoring base href,Lowest
"Debugging of source files with source maps in subfolders work, but not in project root",Lowest
Allow to disable automatic repository discovery,Lowest
"Feature Request: API support for autocomplete ""preselection""",Lowest
Add explorer open editors tail tip setting,Lowest
Keybinding for auto-import feature,Lowest
Allow input in the “Output” console,Lowest
Proposal: default webp image format support,Lowest
Git: Hide untracked files,Highest
"Request ""Vertical Structure Guidlines"" Feature",Lowest
Have Cmd+R(Mac) and Ctrl+R(Win) reload window by default,Lowest
Can we have a better mouse to caret positioning?,Lowest
Use block comment for every line if line comments are not supported by language,Lowest
No global setting to hide unwanted sidebar panels installed by extensions,Highest
Can't reset font size after zooming with mouse wheel,High
Disable fading scrollbars,Highest
User configurable indent in file explorer,Highest
"Easier way to add items to ""files to include"" box",Medium
Support edit time browsing of source-maps of node_modules/ dependencies when source maps are available?,Lowest
Is there any way to run extension commands through command line,Lowest
"Don't try to ""open"" executables when clicked in the explorer",Lowest
Provide additional workspace API (read / write),Lowest
Make Git Synchronize useful for a wider audience,Lowest
"Allow to open all hidden files via ""code .""",Lowest
Binary editor: add actions to open externally,Lowest
"Add ""files to exclude"" toggle buttons to ""Go to File""",Lowest
Flash of non-Syntax highlighting the first time I open a file,Lowest
Per-editor/tab background color,High
Improve the drag and drop feedback in split views,Lowest
"Improving sample build task template to ""solve"" the ""No build tasks found"" message",Lowest
File extension specific settings,Highest
"Add control to open file shown in ""replace preview"" editor when performing project-wide find/replace",Lowest
Colorize in debug console for evaluation results,Lowest
Touch Not Working on scrollbar,Lowest
Improve Configure Default Build task in multi root setup,Lowest
Git: Preserve open files list when switching branches,Highest
Extension host shouldn't exit after 5 seconds in shutdown when in debug mode,Lowest
New icons in stable,Lowest
Set Zoom reset by keyboard to Ctrl+0,Lowest
Emmet: descending order is not supported when using repeater in abbreviations,Lowest
Feature Request - Pinned Tabs like visual studio,Medium
Horizontal scrolling in explorer file list,Lowest
"Custom aliases for quick open shortcuts (view, task, debug, etc)",Lowest
"Source origin is not shown for ""loaded script""",Lowest
[feature-request] Clicking file tab should maximize file pane.,Lowest
Launch Multiple Windows on Different Desktops,Low
Let workspaceContains trigger use rg --quiet,Lowest
Should not open save prompt when closing a tab when autosave is enabled (via files.autoSave to onFocusChange),Lowest
Link origin missing when logging complex object from extension.,Lowest
Provide `Remove folder from workspace` global command,Lowest
Add folder to workspace global command should not switch to Explorer,Lowest
Feeback popup shows incorrect amount of available characters(twitter raised the limit today),Lowest
Open Folder always use existing window,Lowest
Curly braces (brackets) not auto-completing in JSX tags.,Highest
[FR] Invisible trailing newline should be the default on OSX and Linux,Lowest
Add API for interacting with TouchBar in Mac,High
No find history support in Extensions viewlet,Lowest
Launch TypeScript out-of-the-box,Lowest
Copy path of active file should not show in command palette for virtual documents,Lowest
accessibility: allow me to jump quickly to various debugger treeviews,Lowest
[html] do not suggest to close an already closed tag,Lowest
Render go to next/prev diff in the touchbar when inside a diff editor,Lowest
Render find next/prev in the touchbar when focus is in the find widget,Lowest
jsdoc-param completions should keep order,Lowest
UI State: introduce and adopt event to be able to change UI state dynamically,Lowest
"Allow to configure encoding for ""first line"" based language associations",Lowest
Should MarkdownString offer appendLine,Lowest
Allow to switch to folder/workspace without window reload,Medium
Allow *.lnk shortcut as workspace folder when created from a folder,Lowest
Allow to specify file path preferences for Copy path of Active File command,Lowest
"WebView find widget: match case, match whole world, regular expression",Lowest
FindWidget navigate shortcuts not working in WebViews,Lowest
[css] accept selectors in ::slotted(),Medium
gray'ish workspace folders,Lowest
TypeScript should allow to disable watch and build task detection seperately,Lowest
SCM: Adopt ViewsViewlet,Lowest
Explorer: not possible to drag a root folder to terminal to paste the path,Lowest
Tasks: support snippets,Lowest
Tasks: clicking on configure action in quick open should open exact tasks.json location,Lowest
Cannot drag & drop between tree views of different windows,Lowest
Extension needs to be notified when it gets uninstalled,Lowest
Setting to use .gitignore in QuickSearch,Lowest
Improve console.group in Debug Console,High
API for hierarchical document symbol data,High
Pass locale to Initialize request,Lowest
Extensions: show location of console log in consoles,Lowest
Broken fuzzy search algorithm in picker,Lowest
Need a larger gap between the line number and the code text,Lowest
Add support for intersecting decorators,Lowest
Highlight closing parens/bracket when selecting range,Lowest
Step into awaited function,Lowest
Add `editorFileExtension` when clause context,Lowest
EOL User Setting should be able to be set per language or file type.,High
Delete a word based on space separator,Lowest
"Git: alert user that he needs to accept the xcode license, in order to use git",Lowest
Add a setting to prevent extra newline between brackets,Lowest
Add syntax highlighting for deleted lines in inline diff editor,Lowest
Auto show TS suggestions for jsdoc tags,Lowest
[theming] Use different colors for rendering warning and info markers,Lowest
Implement local file system provider,Lowest
Improve surround selection brackets behaviour,Lowest
"Distribute in a non-zip package for Mac (.dmg, .pkg) to avoid dock issues",Lowest
Can we have a Open in the right pop up menu on the files view,Lowest
Rely on UUIDs for extension identification,Lowest
need double sidebar,Lowest
Auto show TS suggestions for type annotation,Lowest
Auto show JS/TS suggestions after extends / implements,Lowest
Auto show JS/TS suggestions after new,Lowest
Opening a folder from the CLI or native explorer should add it to my current workspace,Medium
[RFE] Shortcut for selecting all lines with multi-cursor,Medium
Properly handle remote content in binary editor viewer,Lowest
Add square layout,Lowest
Allow to open remote resources without the need for workspace file (e.g. command line),Lowest
Link scrolling in editor split-view,Lowest
"Delete matching parentheses, brackets, or braces",Highest
allow running launch configs from the debug console,Lowest
Support Jupyter Notebook Interactive Computing paradigm,High
Explorer should load root folders (workspace folders) sequentially,Lowest
Add context information when making signature help requests,Lowest
Is there any feature/plug-in to sort opened tabs alphabetically?,Lowest
Appmenu in tabbar,Lowest
Display unique directory label for quickopen files,Lowest
Display line number as hybrid styles,Highest
Allow to reveal a symlinked file from the editor in the explorer,Lowest
[json] mark all duplicated keys,Lowest
"workspaceContains starts a search over full workspace, including .git/, node_modules/",Lowest
editor.fold command will fold the enclosing block but editor.foldRecursively will not,Lowest
[less] support url without http schema,Lowest
Search: collapse but keep roots expanded,Lowest
Snippet transformations for placeholders,Highest
How to copy with Line numbers?,Lowest
CodeAction api change proposal ,Lowest
The '$msCompile' problem matcher does not match an error,Lowest
Block Select with Alt+,Lowest
Closes #27408 - Adds ViewColumn.Active,Lowest
Allow drop of file or URL from browser into editor to paste it,Lowest
Reset tab-state when file at original state,Lowest
"Support symbolic link folders in areas like debug, extensions",High
Support outputEvent.source,Lowest
"Allow to drop files onto the ""Open Editors"" view ",Lowest
Support inline and side by side view for Diff files,High
Investigate to support 0-folder workspaces,Lowest
Smooth scrolling for Explorer and other scrollable elements,Medium
"Code Box, Tabs Color and Behaviour",Lowest
typing right bracket key ']' moves cursor when to the left of another ']',Lowest
Add CodeAction interface,Lowest
Add trigger type to CodeActionContext,Lowest
Feature Request: Compare and Merge files line by line (not vsc),Medium
IntelliSense for .vscode/extensions.json,Lowest
"Autodetect tasks not working when tasks are on a subfolder and using ""cwd"" option",Lowest
Add color preview & color picker for sass files,Lowest
[css] add semicolon on value completion,Lowest
Explorer Viewlet: Allow to set to hidden by default,Lowest
to implement in vscode something like Atom-IDE,Lowest
Scrolling inertia transfers scrolling when mouse over new scrollable area,Lowest
Add setting to delete without sending to trash,Lowest
Feature Request - Async validation for ShowInputBox,Lowest
Follow window.restoreWindows setting when launching Code by opening a file,Low
Feature request: option to include untracked files with Git: Stash command,Lowest
Feature Request: Navigation through Highlighted References,Lowest
"Enhancement to manage extensions - bookmark, tag, metadata",Lowest
Allow move viewport of documents move horizontally when dragging minimap,Lowest
Implement privacy mode,Lowest
opening files - issue - feature request,Lowest
wrong vertical cursor movement when text wraps around,Lowest
[json] Markdown in hovers (descriptions from schema),Lowest
Current function name as a launch variable,Lowest
Online profile to backup your preferences and extensions,High
[html] support script type=module,Lowest
Auto-bullet,Lowest
Sort installed extension list to show  ones with updates first,Lowest
"""Save All"" keyboard shortcut on Linux",Lowest
Prompt user if there is a collision in file to language association (two extensions registering different languages for a file extension),Lowest
Extract the integrated terminal,Highest
"[html] don't show closing tag proposal with ""html.autoClosingTags"": ""false"" ",Lowest
"[macOS] editor.autoClosingBrackets not working with ""U.S. International - PC""",Medium
Option to always keep panel hidden and never popup automatically,Lowest
Transform tips to links or buttons?,Lowest
Add option to make scrollbar opaque,Low
"Allow ""empty"" as a choice in snippets",Low
HTML close Tag  - submit with tab-key,Lowest
Partial staging stages additional (deleted) lines selects consecutive lines as well,Lowest
Feature Request: Column editor like in Visual Studio 2015,Lowest
Word selection when holding Ctrl and dragging with mouse,High
Add feature to disable top bar,Lowest
Add feature to disable tabs in Panel,Lowest
feature req: multiple cursors till end offile,Lowest
Provide different settings for color picker and color preview (that square showing color),High
"Resolve standard VS Code variables in ""terminal.integrated.env.*""",Lowest
Column select doesn't to account for wrapped lines,Lowest
Git: Support git-crypt,High
Peek feature for openNextRecentlyUsedEditorInGroup,Lowest
Support autoGuessEncoding in ripgrep-based search,Lowest
Auto close JSX tags.,Highest
[feature request] file or dir explorer filter by prefix,Lowest
Github Diff will allow single line undo,Lowest
Option for extracted TS class methods to not use private,Lowest
community-based file-extension support,Lowest
Syntax highlighting breaks if the file is too big,Low
Hightlight symlink files in the explorer pane,Lowest
Live preview the selected quick open file in an unpinned editor,Lowest
Build a real file system provider,Medium
Allow CompletionItem.detail to show syntax coloring,Low
Improve performance of terminal renderer,Lowest
New Integrated Terminal and multi-root,Lowest
"Newly created and saved file, when closed, doesn't appear in 'Open Recent...' list",Lowest
Add ability to popout tabs into new windows,Lowest
TreeDataProvider should support a way to deal with many children (paging or streaming),Lowest
Feature request: open file in a new window except if the file's folder is opened,Lowest
[css] insert semicolon on property suggestion,Lowest
Change color of the files which has changes listed on project explorer ,Lowest
TreeDataProvider: custom views default to 4 lines tall,Lowest
TreeDataProvider: allow specifying a command to execute when a TreeItem is highlighted,Lowest
TreeDataProvider: allow selecting a TreeItem without affecting its collapsibleState,Medium
"Extension contributed colors do not show in the extensions ""Contribution Tab""",Lowest
[html] support for bootstrap,Lowest
Pause action tooltip should specify which thread will get paused,Lowest
"Selection, highlighting and search colors conflict with each other",High
Support ability to disable bold in terminal,Lowest
Support ligatures in terminal,Highest
Allow remapping the internal  terminal reversed search keys,Lowest
"Add ""remove from history"" button in quick open",Lowest
Refactor View tags as variables,Lowest
Allow to execute post commands when a task finishes,Lowest
"Feature request - undo after moving cursor should optionally just put the cursor back, without undoing",Lowest
Feature Request: Hotkey Trigger For IntelliSense Suggestions,Lowest
Enable fuzzy matching for picker,High
ibus-gtk works only with `GDK_SCALE=1`,Low
Create undo stops also based on time between edits,Lowest
Youtube Integration with VS Code,Lowest
Substitute variables in launch configuration keys (and not only in values),Lowest
Tab groups,Lowest
Make bot assign issues to owners with a 1 minute timeout,Lowest
Let user to set the mouse keys as keybindings (feature request),Lowest
Smart Tabs - Feature Request,Highest
"""editor.lineHeight"" description unclear",Lowest
Allow local masking of selected text,Lowest
CodeLensContribution causes scrolling jump when rift view is centered in editor.,Lowest
"Feature Request: Add Recent Files (as well as Folders) to Welcome Screen ""Recent"" section",Lowest
Improve git implementation,Low
Configuration for disabled extensions generates warning in problems window,High
Show confirmation for git operations like pull/push,Lowest
"Provides hint in the task to disable/enable ""Save all files before execute task""",Lowest
Add `files.autoGuessEncoding` to specified-lang settings,Lowest
"Provide ""Go Last"" navigation command.",Lowest
Feature Request : Toolbar Styles ( Especially for Linux),Lowest
macOS: show more native tab related actions when tabs are enabled,Lowest
Terminal find: give some feedback when there are no results,Lowest
Automatically detect tsc watch tasks,Lowest
Fix Shift-Alt-Select to work more like Alt-Select in other programs and Literally every other select function in every program.,Lowest
"introduce ""pathMapping"" as a more powerful replacement for ""remoteRoot/localRoot""",Lowest
Feature request: git.clone command parameter,Lowest
[Request] Color Picker support from command palette,Lowest
Inline decorations can conflict with one another,Low
Better verbosity in errors with extensions,Lowest
SVG shape-rendering inside CSS highlighted as unknown property,Lowest
cannot replace to ${1} when using regex to replace,Lowest
Preserve word wrap state in target file when saving untitled file,Lowest
Why dont you give login to save preferences?,Lowest
"Switch to official ""loaded scripts"" debug API",Lowest
Allow an indent increase pattern to span multiple lines,Lowest
Make the custom snippet.json for emmet tolerant towards comments in the file,Lowest
"Should immediately apply single suggestion when ""triggerSuggest"" is invoked",Lowest
Replace 'adapterExecutableCommand' with real debug API,Lowest
Clicking on a file in Explorer view selects wrong file when revealIfOpen: true,Lowest
Create an option to position the intellisense parameter info top or bottom.,Highest
Color Picker: Add option for HEX color to return upper or lowercase,Lowest
Improving retention of colors when copying text,Lowest
Add fuzzy search to search by symbol,High
Option to find conflicting (duplicate) keyboard shortcuts,High
Exclude VM scripts via skipFiles,Lowest
Implement Intellisense Suggestion Mode,Lowest
List all open files in the ... more tab menu,Lowest
Column/Block Paste should be pasted as a block,Lowest
Detect Markdown references links,Lowest
Allow language extensions to override editor.wordSeparators,High
User account to save editor preferences,Medium
Screen reader detected -> help user to turn tab to move focus,Lowest
Assignment bot should ignore extensions table,Lowest
Feature request: tag scrolling,Lowest
Support ARM64 build for Windows,Highest
 Adding to the activity bar from extensions,Medium
"Allow to hide editor title section entirely (tabs, breadcrumbs)",Highest
[css] 'justify-items' and 'justify-self' ar flagged as unknown properties,Lowest
Feature request: auto_id_class,Lowest
Option to allow quickSuggestions inside words,Lowest
Terminal doesn't handle PowerShell's space escape character correctly,Lowest
Need a feature so that VScode will not quit on click on `cmd+Q` accidentally like we have in chrome.,Lowest
Explore improving UX / API for refactorings,Lowest
[folding] enter on end of folded line should unfold,Lowest
Add support for OR in package.json when clauses,Low
split screen horizontally and vertically simultaneously,Lowest
Support multiple (hierarchical) settings files per workspace,Lowest
Pass max_old_space_size to TSServer,Low
TaskProvider: resolveTask() never gets called,Lowest
Automatic semicolon append at end of line in JavaScript/TypeScript,Lowest
Use checkmark in the menu for Toggle Minimap,Lowest
Allow to fix tabs (like pinning in Chrome),Lowest
Switch Ctrl+Alt+Up/Down with Ctrl+Alt+Up/Down,Lowest
[angular 2] typescript variables highlight in html,Lowest
Extract method / functiom must give feedback when a selection is not extractable and why,Lowest
Feature Request: Extending the Problems Tab,Lowest
Undo from external file change: preserve viewstate?,Lowest
Git: Support commit message intellisense,Lowest
[folding] Automatic function/method folding,High
Improve the behaviour when opening an invalid workspace,Lowest
JS errors in HTML aren't prefixed with [html] neither with [js],Lowest
"[visualforce] Add validation of HTML, CSS, Javascript to Visualforce pages",Lowest
Show the workspace configuration file when opening VS Code from workspace file,Lowest
Not possible to hide SCM panes in split view,Lowest
Call `registerDebugConfigurationProvider` when adding a new config?,Lowest
Outside edit operations get merged into one when undoing,Lowest
Word wrap algorithm behaves differently around punctuation,Lowest
SCM: Explore master-detail view,Lowest
enableProposedApi not documented in package.json,Lowest
"[theming] set foreground of 'Open Changes', 'Replace' and 'Replace All' icons",Lowest
Git: Allow closing git repositories,Lowest
Allow to name workspaces,High
[shaderlab] Update shaderlab grammar,Lowest
macOS: Support virtual desktops,Lowest
Git: Allow to configure location of ssh keys,Lowest
Support for drag and drop from search and problems,Lowest
[Feature] Mark opened files in file explorer,Lowest
Close to tray,Lowest
Introduce a mechanism that can be used to activate debug extensions just in time ,Lowest
Open internal modules in preview tab,Lowest
Some punctuation causes incorrect wrapping when followed by quote.,Lowest
"Code area, pinch to zoom doesn't work anymore",Lowest
Scrollbar minimap/scroll bar doens't respond to touch screen dragging,Lowest
g++ build Task can't find files on WSL ,Lowest
"Missing ""Set Explorer's Views Configuration as Default"" option",Lowest
code --workspace option,Lowest
.hidden directory and file opacity,Low
"when cursor between } and ) together, i want it focus on }, not )",Lowest
Allow 'position' to be set in ThemableDecorationAttachmentRenderOptions,Lowest
Additional predefined variables for substitution in launch.json,Lowest
Group Policies (GPO) support,Lowest
MSI based Windows setup,High
Restore extension page after reload,Lowest
Another explorer.sortOrder option,Lowest
Unable to copy deleted text in compare editor when viewing in inline mode,Lowest
Display OutputEvent's source and line information in debug console,Lowest
"Feature request: Add ""Open with VS Code"" to Windows Explorer without reinstall",Medium
"Feature request - need more icons in snippets list (for Emmet, custom snippets, etc.)",Lowest
Synchronized Scrolling in Split Editor,Highest
Provide an option to set default editor group layout,Medium
Default Ctrl+R Ctrl+R chord handling,Lowest
Marketplace: add support for <details> and <summary> tags,Lowest
Add support for programmatically providing contributions,Lowest
Allow changing the font family/settings in find/replace interface,Lowest
Add an API for getting the shortcut bound to a command,Lowest
Add a `inPausedDebugMode` flag,Lowest
languageconfiguration: allow to modify autoClosing pairs dynamically,Low
[json] Provide a flag in json schema to ignore a property in proposals,Lowest
Truncate 'Open Recent' suggestions from left to right,Lowest
"Feature Request: Add ""problems.exclude"" setting",Lowest
node script file that extension name is '.njs' can't be debug，throw err：Cannot launch program setting the 'outFiles' attribute might help,Lowest
Keybinding for applying a specific code action ,Lowest
Mark TS Extension Settings as Workspace or Folder for multiroot,Lowest
Color code file tabs by folder,Lowest
"Extension search improvements (by category, trending)",Lowest
"Feature request: allow skipFiles: ""<eval>/*"" pattern",Lowest
Draw hot indicator on minimap when mouse is over,Lowest
Open Multiple Files with QuickOpen,Lowest
API to create custom Activity Bar items and Panels with Extensions,Lowest
TreeItem: add icons support,Lowest
Add command to close file below keyboard cursor,Lowest
Fast open file from explorer without put focus on it,Lowest
Multi root: transition without window reload,Lowest
We should have a workspace folder picker API in the Extension host,Lowest
Add contrast ratio to color picker,Lowest
Feature: search up the directory hierarchy for .vscode settings,Lowest
Allow for case insensitive comparison,Lowest
Suggestion configure encoding by file type,Lowest
Setting to disable find's auto-selection,Lowest
Allow terminal to exist in the editor area,Lowest
Add type import declaration keyboard shortcut,Lowest
Enforce Task dependencies,Medium
Hard-coded debug hover regexp is not suitable for OCaml language,Lowest
Show the current function/method name in the toolbar,Lowest
Inline text adornments break word wrapping,Highest
Debug API: Add the ability to open source files using their source reference,Lowest
"Customizable tabs in text editor: Multiple rows display, font size, grouping",High
Mac OS Sierra - Space/Desktop problem pumping/bomb OS load - Improve organization and productivity.,Lowest
Drag markdown preview to New Window,Highest
[theming] Access theme's colors programmatically ,Highest
"No way to have tab show as eight spaces, indent with something else",Low
Investigate dynamically linked ripgrep binary,Lowest
Show hover commmand causes error,Medium
Suggestion: Add Release Notes to Settings Gear,Lowest
"When encountering errors, identify the extension they came from",Lowest
support magic comments for specifying file encoding,Lowest
Allow critical extensions to run on the main thread,Lowest
User Settings - Sort the settings upon save,Lowest
"24x7 IntelliSense should use language at position, not of file",Lowest
Rename input widget should use text editor widget,Lowest
Add TM_FILENAME_BASE snippet variable,Lowest
VSCode does not recognize tilde (~) for absolute file paths,Lowest
C# auto attach to process,Lowest
Terminal should force selection on Windows/Linux with shift key,Lowest
Opening VS Code by double-clicking file in File Explorer forgets previously opened files,Lowest
Debug console: does not properly handle extended color sequences,Lowest
"Monolithic structure, multiple project settings",Highest
Do not resolve symlinks when opening into Code,Lowest
"Can we please just dock the running debugger, floaty thing?",Lowest
Debug console: be able to disable automatic scrolling to end,Medium
Minimap should not capture clicks on areas it doesn't show anything,Lowest
Usability request: Options for the Find/Replace-fields when opening Replace dialog,Lowest
Support quote wrapping in plain text mode,High
Enable color picker for HTML,Lowest
Add drag and drop for contributed tree views,Highest
split view content pushed down when content inserted above,Lowest
Support case preserving find/replace,Lowest
Add Opacity & Variable Height to Minimap,Highest
[themes] Disable Italic Option Feature Request,Highest
Save Proxy Credentials,Highest
Explorer: allow to collapse a sub-tree fully via Alt-click,Lowest
Toggle the block comment without having to select it,High
Allow copy/paste to work in Extensions: Contributions,Lowest
A new feature requirement: The tab head of the text editor for the default file of a module,Lowest
Ability to not to show the outdated extensions badge,Lowest
emmet.preferences support,Lowest
[html] add multiroot support,Lowest
[json] add multiroot support,Lowest
[css] add multiroot support,Lowest
Make snippet highlights themeable,Lowest
[json] no quick suggestions when in a string literal,Lowest
Indent Guides for Python - End the lines when the function declaration is finished,Lowest
Update extensions with command line argument,Lowest
Build task starting has slowed down,Medium
Cleanup ExtensionContext.workspaceState when a workspace no longer exists,High
File fast find in file explorer,Lowest
"Support ""loaded scripts"" for chrome-debug",Lowest
Can't search root folder names in quickopen,High
"Replicate functionality of ""build system"" in Sublime Text",Medium
Enhancement: Ability to transliterate and auto-complete,Lowest
"Can ""Welcome page"" close itself when I chose a file from my lateral files list?",Low
Alternative line comment behaviour,Lowest
FreeBSD version wanted!,Lowest
Support to preview selected suggestion as inserted text,Lowest
Can't drag selected text with Ctrl to second file,Lowest
"Added a `singleInstanceOnly` option in tasks, Fixes #32264",High
Investigate HTML Linting support,Lowest
Add active(working) extensions counter,Lowest
support for extract-method refactoring ,Lowest
[FR][Explorer View] Provide a way to hide certain view ,Lowest
Update opened editor properly when renaming file externally,Lowest
ExtensionContext.storagePath is empty if no workspace is open,Lowest
Provide an API to get list of user's auto-detected and configured tasks,Lowest
Emmet snippets -> to the TOP of snippets list,Lowest
"[Feature Request] editor.links should be true, false or hover",Lowest
[Feature Request] Cloud settings,High
[Feature Request] Visual Studio formatters,Lowest
.,Lowest
request: add option to suppress 'Replace All' warning dialog,Lowest
Feature Request: Is it possible to get a search feature in Debug Console and Terminal?,Lowest
[css] support named grid lines,Medium
Make quick open optionally open file in real tab instead of preview,Lowest
Color Picker: Integrate inline color boxes,Lowest
The terminal.integrated.env.<platform> doesn't support the variables like ${workspaceRoot},Lowest
"[GRIPE] ""editor.mouseWheelScrollSensitivity"" setting is not respected while making a text selection",Lowest
"[GRIPE] context menu should have option ""Select All""",Lowest
No option to automatically terminate previous task when a new instance of the same task is started,Highest
Allow for transparent / vibrant window theme,Highest
Ability to ignore whitespace within Source Control file compare,Lowest
Content security warning in Markdown preview won't go away,Lowest
Feature Request: Open next file with problems,Lowest
Feature Request: Support renaming branches via Git Extension,Lowest
Run the default build task from launch configuration,Medium
Color Picker: Finalize Color Picker API,Lowest
"[Enhancement] PyCharm-like ""where am I in the hierarchy?"" feature",Lowest
Added ability to use tilde as home dir in config for cloning repos,Lowest
Allow to change the font of the workbench,Lowest
Support extended Markdown API for MarkedString during Hover,Lowest
[css] add semicolon on value completion,High
"Allow to change the height of the scrollbar in title area (tabs, breadcrumb)",High
Support bell character in terminal,Lowest
Allow to undo deleted files from explorer,Lowest
Explorer: Allow to cut and paste via Cmd+Option+V,Lowest
Context-aware intellisense,Medium
